
============================================================================
        Event  : 2 - run:  500106 - timestamp 1603205047000000000 - weight 1
============================================================================
 date:      20.10.2020  14:44:07.000000000
 detector : unknown
 event parameters: 
 parameter Event Number [int]: 2, 
 parameter ProcessID [int]: 500106, 
 parameter Run ID [int]: 500106, 
 parameter beamPDG1 [int]: 11, 
 parameter beamPDG2 [int]: -11, 
 parameter Energy [float]: 250, 
 parameter _weight [float]: 1, 
 parameter alphaQCD [float]: 1e-06, 
 parameter beamPol1 [float]: -1, 
 parameter beamPol2 [float]: 1, 
 parameter crossSection [float]: 10264, 
 parameter crossSectionError [float]: 5.54532, 
 parameter scale [float]: 249.158, 
 parameter sqme [float]: 3.8964, 
 parameter BeamSpectrum [string]: CIRCE2: energy_spread/250_SetA_ee024.circe, 
 parameter processName [string]: sw_sl0, 

 collection name : MCParticle
 parameters: 

--------------- print out of MCParticle collection --------------- 

  flag:  0x0
  simulator status bits: [sbvtcls]  s: created in simulation b: backscatter v: vertex is not endpoint of parent t: decayed in tracker c: decayed in calorimeter l: has left detector s: stopped o: overlay


[   id   ]index|      PDG |    px,     py,        pz    | px_ep,   py_ep , pz_ep      | energy  |gen|[simstat ]| vertex x,     y   ,   z     | endpoint x,    y  ,   z     |    mass |  charge |            spin             | colorflow | [parents] - [daughters]
[00000069]   64|       423|-5.58e+00, 2.74e+00, 4.37e-01| 0.00e+00, 0.00e+00, 0.00e+00| 6.55e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 2.01e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [46] - [97,98] 
[00000070]   65|       211|-4.79e-01, 2.47e-01,-2.73e-01| 0.00e+00, 0.00e+00, 0.00e+00| 6.20e-01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [46] - [] 
[00000071]   66|      2212|-2.60e+00, 9.31e-01, 2.22e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.92e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 9.38e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [47] - [] 
[00000072]   67|       111|-5.10e-01, 3.18e-01, 3.20e-01| 0.00e+00, 0.00e+00, 0.00e+00| 6.94e-01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-9.15e-06, 5.70e-06, 5.74e-06| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [47] - [99,100] 
[00000073]   68|      -211|-4.63e-01, 4.23e-01, 6.77e-01| 0.00e+00, 0.00e+00, 0.00e+00| 9.34e-01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [48] - [] 
[00000074]   69|       111|-8.23e-01, 6.09e-01, 3.15e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.08e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-7.21e-05, 5.34e-05, 2.76e-05| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [48] - [101,102] 
[00000075]   70|     -2112|-1.29e+00, 5.87e-01, 3.97e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.74e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 9.40e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [49] - [] 
[00000076]   71|       111|-8.92e-02, 2.31e-01,-7.52e-02| 0.00e+00, 0.00e+00, 0.00e+00| 2.91e-01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-2.87e-06, 7.43e-06,-2.42e-06| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [49] - [103,104] 
[00000077]   72|       130|-1.46e+00,-3.63e-01, 1.08e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.92e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.98e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [50] - [] 
[00000078]   73|       211|-2.84e+00,-3.83e-01, 1.03e+00| 0.00e+00, 0.00e+00, 0.00e+00| 3.05e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [52] - [] 
[00000079]   74|       111|-5.29e-02, 5.58e-02, 3.51e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.59e-01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-1.14e-05, 1.21e-05, 7.59e-06| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [52] - [105,106] 
[00000080]   75|      -211|-1.79e+01,-4.40e+00, 5.76e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.93e+01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [53] - [] 
[00000081]   76|       111|-5.73e+00,-1.78e+00, 1.65e+00| 0.00e+00, 0.00e+00, 0.00e+00| 6.22e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-2.09e-03,-6.51e-04, 6.03e-04| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [53] - [107,108] 
[00000082]   77|        22|-6.09e+00,-1.31e+00, 1.84e+00| 0.00e+00, 0.00e+00, 0.00e+00| 6.49e+00| 1 |[    0   ]|-1.93e-03,-4.37e-04, 5.87e-04| 0.00e+00, 0.00e+00, 0.00e+00| 1.19e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [54] - [] 
[00000083]   78|        22|-1.01e+01,-2.35e+00, 3.06e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.08e+01| 1 |[    0   ]|-1.93e-03,-4.37e-04, 5.87e-04| 0.00e+00, 0.00e+00, 0.00e+00| 2.38e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [54] - [] 
[00000084]   79|        22|-3.43e+00,-8.97e-01, 4.05e-01| 0.00e+00, 0.00e+00, 0.00e+00| 3.57e+00| 1 |[    0   ]|-2.68e-03,-7.08e-04, 2.71e-04| 0.00e+00, 0.00e+00, 0.00e+00| 5.96e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [55] - [] 
[00000085]   80|        22|-1.17e+00,-3.19e-01, 6.05e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.22e+00| 1 |[    0   ]|-2.68e-03,-7.08e-04, 2.71e-04| 0.00e+00, 0.00e+00, 0.00e+00| 2.11e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [55] - [] 
[00000086]   81|       223|-1.71e+00, 1.14e-01, 4.52e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.93e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 7.69e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [56] - [109,110,111] 
[00000087]   82|       211|-9.83e-01, 5.84e-01, 3.98e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.22e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [56] - [] 
[00000088]   83|       211|-2.65e-01,-1.44e-02, 6.72e-02| 0.00e+00, 0.00e+00, 0.00e+00| 3.08e-01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [57] - [] 
[00000089]   84|      -211|-2.90e-01, 4.64e-02, 1.83e-01| 0.00e+00, 0.00e+00, 0.00e+00| 3.73e-01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [57] - [] 
[00000090]   85|       221|-7.85e-01,-4.82e-01, 5.70e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.21e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 5.47e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [57] - [112,113] 
[00000091]   86|       321|-8.19e-01, 7.29e-01,-8.11e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.45e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.94e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [58] - [] 
[00000092]   87|      -211|-1.17e+00, 8.83e-01,-4.88e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.55e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [58] - [] 
[00000093]   88|       321|-3.60e+00, 2.87e+00,-3.39e+00| 0.00e+00, 0.00e+00, 0.00e+00| 5.74e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.94e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [59] - [] 
[00000094]   89|      -321|-7.60e-01, 6.55e-01,-3.63e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.18e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.94e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [59] - [] 
[00000095]   90|      -321|-1.91e+00, 1.69e+00,-3.39e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.27e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.94e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [60] - [] 
[00000096]   91|       211|-4.28e-01, 7.99e-01,-9.08e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.29e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [60] - [] 
[00000097]   92|       223|-3.16e+00, 2.79e+00,-4.75e+00| 0.00e+00, 0.00e+00, 0.00e+00| 6.39e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 7.86e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [61] - [114,115,116] 
[00000098]   93|       111|-3.33e+00, 2.60e+00,-3.55e+00| 0.00e+00, 0.00e+00, 0.00e+00| 5.52e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-2.36e-05, 1.84e-05,-2.51e-05| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [61] - [117,118] 
[00000099]   94|      -211|-1.51e+00, 2.41e+00,-3.18e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.26e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [62] - [] 
[00000100]   95|       211|-1.92e+00, 1.84e+00,-3.09e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.08e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [62] - [] 
[00000101]   96|       310|-3.92e+00, 3.28e+00,-7.34e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.96e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-2.29e+02, 1.92e+02,-4.30e+02| 4.98e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [63] - [119,120] 
[00000102]   97|       421|-5.23e+00, 2.55e+00, 3.69e-01| 0.00e+00, 0.00e+00, 0.00e+00| 6.12e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-3.84e-01, 1.87e-01, 2.71e-02| 1.86e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [64] - [121,122] 
[00000103]   98|       111|-3.58e-01, 1.89e-01, 6.87e-02| 0.00e+00, 0.00e+00, 0.00e+00| 4.32e-01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-4.15e-05, 2.19e-05, 7.96e-06| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [64] - [123,124] 
[00000104]   99|        22|-7.02e-02,-3.22e-03, 5.04e-02| 0.00e+00, 0.00e+00, 0.00e+00| 8.65e-02| 1 |[    0   ]|-9.15e-06, 5.70e-06, 5.74e-06| 0.00e+00, 0.00e+00, 0.00e+00|-1.61e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [67] - [] 
[00000105]  100|        22|-4.40e-01, 3.21e-01, 2.70e-01| 0.00e+00, 0.00e+00, 0.00e+00| 6.07e-01| 1 |[    0   ]|-9.15e-06, 5.70e-06, 5.74e-06| 0.00e+00, 0.00e+00, 0.00e+00| 7.45e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [67] - [] 
[00000106]  101|        22|-8.07e-01, 5.63e-01, 2.99e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.03e+00| 1 |[    0   ]|-7.21e-05, 5.34e-05, 2.76e-05| 0.00e+00, 0.00e+00, 0.00e+00|-2.98e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [69] - [] 
[00000107]  102|        22|-1.62e-02, 4.62e-02, 1.63e-02| 0.00e+00, 0.00e+00, 0.00e+00| 5.16e-02| 1 |[    0   ]|-7.21e-05, 5.34e-05, 2.76e-05| 0.00e+00, 0.00e+00, 0.00e+00|-1.47e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [69] - [] 
[00000108]  103|        22|-1.09e-01, 9.56e-02,-2.85e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.47e-01| 1 |[    0   ]|-2.87e-06, 7.43e-06,-2.42e-06| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [71] - [] 
[00000109]  104|        22| 1.94e-02, 1.35e-01,-4.67e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.44e-01| 1 |[    0   ]|-2.87e-06, 7.43e-06,-2.42e-06| 0.00e+00, 0.00e+00, 0.00e+00| 2.63e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [71] - [] 
[00000110]  105|        22|-1.78e-02,-1.65e-02, 6.82e-02| 0.00e+00, 0.00e+00, 0.00e+00| 7.23e-02| 1 |[    0   ]|-1.14e-05, 1.21e-05, 7.59e-06| 0.00e+00, 0.00e+00, 0.00e+00| 3.36e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [74] - [] 
[00000111]  106|        22|-3.51e-02, 7.24e-02,-3.30e-02| 0.00e+00, 0.00e+00, 0.00e+00| 8.69e-02| 1 |[    0   ]|-1.14e-05, 1.21e-05, 7.59e-06| 0.00e+00, 0.00e+00, 0.00e+00| 3.95e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [74] - [] 
[00000112]  107|        22|-4.81e+00,-1.45e+00, 1.41e+00| 0.00e+00, 0.00e+00, 0.00e+00| 5.21e+00| 1 |[    0   ]|-2.09e-03,-6.51e-04, 6.03e-04| 0.00e+00, 0.00e+00, 0.00e+00| 1.19e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [76] - [] 
[00000113]  108|        22|-9.20e-01,-3.33e-01, 2.45e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.01e+00| 1 |[    0   ]|-2.09e-03,-6.51e-04, 6.03e-04| 0.00e+00, 0.00e+00, 0.00e+00| 2.58e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [76] - [] 
[00000114]  109|       211|-2.76e-01, 1.14e-01, 2.85e-01| 0.00e+00, 0.00e+00, 0.00e+00| 4.36e-01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [81] - [] 
[00000115]  110|      -211|-8.79e-01, 1.34e-01, 1.16e-01| 0.00e+00, 0.00e+00, 0.00e+00| 9.08e-01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [81] - [] 
[00000116]  111|       111|-5.51e-01,-1.34e-01, 5.12e-02| 0.00e+00, 0.00e+00, 0.00e+00| 5.85e-01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-4.30e-05,-1.05e-05, 4.00e-06| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [81] - [125,126] 
[00000117]  112|        22|-7.74e-01,-3.29e-01, 6.29e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.05e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [85] - [] 
[00000118]  113|        22|-1.16e-02,-1.53e-01,-5.83e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.64e-01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 5.89e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [85] - [] 
[00000119]  114|       211|-1.95e+00, 1.91e+00,-2.98e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.04e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [92] - [] 
[00000120]  115|      -211|-8.76e-01, 5.52e-01,-1.01e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.46e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [92] - [] 
[00000121]  116|       111|-3.33e-01, 3.25e-01,-7.55e-01| 0.00e+00, 0.00e+00, 0.00e+00| 8.97e-01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00|-2.06e-05, 2.02e-05,-4.68e-05| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [92] - [127,128] 
[00000122]  117|        22|-1.59e+00, 1.23e+00,-1.77e+00| 0.00e+00, 0.00e+00, 0.00e+00| 2.68e+00| 1 |[    0   ]|-2.36e-05, 1.84e-05,-2.51e-05| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [93] - [] 
[00000123]  118|        22|-1.74e+00, 1.38e+00,-1.78e+00| 0.00e+00, 0.00e+00, 0.00e+00| 2.84e+00| 1 |[    0   ]|-2.36e-05, 1.84e-05,-2.51e-05| 0.00e+00, 0.00e+00, 0.00e+00|-5.96e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [93] - [] 
[00000124]  119|       111|-1.02e+00, 9.47e-01,-2.29e+00| 0.00e+00, 0.00e+00, 0.00e+00| 2.68e+00| 2 |[    0   ]|-2.29e+02, 1.92e+02,-4.30e+02|-2.29e+02, 1.92e+02,-4.30e+02| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [96] - [129,130] 
[00000125]  120|       111|-2.90e+00, 2.33e+00,-5.05e+00| 0.00e+00, 0.00e+00, 0.00e+00| 6.28e+00| 2 |[    0   ]|-2.29e+02, 1.92e+02,-4.30e+02|-2.29e+02, 1.92e+02,-4.30e+02| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [96] - [131,132] 
[00000126]  121|      -321|-1.02e+00, 6.91e-01,-5.31e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.43e+00| 1 |[    0   ]|-3.84e-01, 1.87e-01, 2.71e-02| 0.00e+00, 0.00e+00, 0.00e+00| 4.94e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [97] - [] 
[00000127]  122|       211|-4.21e+00, 1.86e+00, 9.00e-01| 0.00e+00, 0.00e+00, 0.00e+00| 4.69e+00| 1 |[    0   ]|-3.84e-01, 1.87e-01, 2.71e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [97] - [] 
[00000128]  123|        22|-2.15e-01, 4.43e-02, 7.24e-03| 0.00e+00, 0.00e+00, 0.00e+00| 2.20e-01| 1 |[    0   ]|-4.15e-05, 2.19e-05, 7.96e-06| 0.00e+00, 0.00e+00, 0.00e+00| 5.27e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [98] - [] 
[00000129]  124|        22|-1.43e-01, 1.45e-01, 6.15e-02| 0.00e+00, 0.00e+00, 0.00e+00| 2.13e-01| 1 |[    0   ]|-4.15e-05, 2.19e-05, 7.96e-06| 0.00e+00, 0.00e+00, 0.00e+00|-2.63e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [98] - [] 
[00000130]  125|        22|-3.79e-01,-1.07e-01,-2.61e-02| 0.00e+00, 0.00e+00, 0.00e+00| 3.94e-01| 1 |[    0   ]|-4.30e-05,-1.05e-05, 4.00e-06| 0.00e+00, 0.00e+00, 0.00e+00| 7.45e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [111] - [] 
[00000131]  126|        22|-1.72e-01,-2.73e-02, 7.73e-02| 0.00e+00, 0.00e+00, 0.00e+00| 1.91e-01| 1 |[    0   ]|-4.30e-05,-1.05e-05, 4.00e-06| 0.00e+00, 0.00e+00, 0.00e+00| 2.63e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [111] - [] 
[00000132]  127|        22|-1.75e-01, 2.50e-01,-4.18e-01| 0.00e+00, 0.00e+00, 0.00e+00| 5.17e-01| 1 |[    0   ]|-2.06e-05, 2.02e-05,-4.68e-05| 0.00e+00, 0.00e+00, 0.00e+00|-1.29e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [116] - [] 
[00000133]  128|        22|-1.58e-01, 7.58e-02,-3.38e-01| 0.00e+00, 0.00e+00, 0.00e+00| 3.80e-01| 1 |[    0   ]|-2.06e-05, 2.02e-05,-4.68e-05| 0.00e+00, 0.00e+00, 0.00e+00|-7.45e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [116] - [] 
[00000134]  129|        22|-8.42e-02, 1.31e-01,-2.25e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.74e-01| 1 |[    0   ]|-2.29e+02, 1.92e+02,-4.30e+02| 0.00e+00, 0.00e+00, 0.00e+00| 7.45e-09| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [119] - [] 
[00000135]  130|        22|-9.34e-01, 8.15e-01,-2.06e+00| 0.00e+00, 0.00e+00, 0.00e+00| 2.41e+00| 1 |[    0   ]|-2.29e+02, 1.92e+02,-4.30e+02| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [119] - [] 
[00000136]  131|        22|-8.03e-01, 6.93e-01,-1.52e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.86e+00| 1 |[    0   ]|-2.29e+02, 1.92e+02,-4.30e+02| 0.00e+00, 0.00e+00, 0.00e+00|-4.71e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [120] - [] 
[00000137]  132|        22|-2.10e+00, 1.64e+00,-3.53e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.42e+00| 1 |[    0   ]|-2.29e+02, 1.92e+02,-4.30e+02| 0.00e+00, 0.00e+00, 0.00e+00|-1.19e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [120] - [] 

-------------------------------------------------------------------------------- 
